Source,Target,Weight
29-1071.00,29-1141.04,0.9521
29-1071.00,29-1161.00,0.96
29-1071.00,29-1171.00,0.9743
29-1071.00,29-1213.00,0.9703
29-1071.00,29-1215.00,0.9709
29-1071.00,29-1216.00,0.983
29-1071.00,29-1217.00,0.9785
29-1071.00,29-1218.00,0.9575
29-1071.00,29-1221.00,0.9802
29-1071.00,29-1223.00,0.9515
29-1071.00,29-1229.01,0.9609
29-1071.00,29-1229.02,0.9771
29-1071.00,29-1229.04,0.9646
29-1071.00,29-1229.05,0.9646
29-1071.00,29-1299.01,0.9788
29-1071.00,29-2036.00,0.9509
29-1071.01,29-2011.04,0.9514
29-1081.00,29-1131.00,0.9655
29-1081.00,29-1141.01,0.9505
29-1081.00,29-1161.00,0.9569
29-1081.00,29-1171.00,0.9727
29-1081.00,29-1216.00,0.9646
29-1081.00,29-1217.00,0.96
29-1081.00,29-1218.00,0.9547
29-1081.00,29-1229.04,0.9538
29-1122.00,29-1123.00,0.9691
29-1122.00,29-1125.00,0.9622
29-1122.00,29-1127.00,0.9525
29-1122.00,29-1141.04,0.965
29-1122.00,29-1161.00,0.9549
29-1122.01,29-1128.00,0.9525
29-1122.01,29-1214.00,0.9515
29-1122.01,31-2011.00,0.9627
29-1122.01,31-9099.01,0.9628
29-1122.01,39-2011.00,0.95
29-1123.00,29-1125.00,0.9587
29-1123.00,29-1128.00,0.9563
29-1123.00,29-1129.01,0.9564
29-1123.00,29-1141.04,0.9564
29-1123.00,29-1161.00,0.9585
29-1123.00,29-1291.00,0.9565
29-1123.00,29-9091.00,0.9534
29-1123.00,31-2011.00,0.9515
29-1123.00,31-9099.01,0.9501
29-1125.00,29-2053.00,0.9545
29-1125.00,39-9032.00,0.9529
29-1126.00,29-1151.00,0.9602
29-1126.00,29-2056.00,0.9518
29-1127.00,29-1128.00,0.9605
29-1127.00,29-1161.00,0.956
29-1128.00,29-1161.00,0.9575
29-1128.00,29-1214.00,0.9559
29-1128.00,29-1217.00,0.9515
29-1128.00,29-1229.02,0.9543
29-1128.00,29-1229.04,0.9636
29-1128.00,29-1229.06,0.9549
29-1128.00,29-1299.01,0.9551
29-1129.01,29-1129.02,0.9606
29-1129.01,29-1141.02,0.9515
29-1129.01,29-1161.00,0.9533
29-1129.01,31-9099.01,0.956
29-1129.02,29-2053.00,0.9543
29-1129.02,31-2011.00,0.9571
29-1129.02,31-9099.01,0.9511
29-1131.00,29-1171.00,0.9744
29-1131.00,29-1215.00,0.9635
29-1131.00,29-1216.00,0.9687
29-1131.00,29-1218.00,0.9605
29-1131.00,29-1221.00,0.954
29-1131.00,29-1222.00,0.951
29-1141.00,29-1141.01,0.9792
29-1141.00,29-1141.03,0.9637
29-1141.00,29-1161.00,0.9675
29-1141.00,29-1214.00,0.9535
29-1141.00,29-1229.04,0.9598
29-1141.00,29-1229.06,0.9574
29-1141.00,29-1241.00,0.954
29-1141.00,29-2061.00,0.9631
29-1141.00,29-9091.00,0.9575
29-1141.00,29-9099.01,0.9567
29-1141.00,31-9092.00,0.9533
29-1141.01,29-1141.03,0.9724
29-1141.01,29-1141.04,0.9514
29-1141.01,29-1161.00,0.9636
29-1141.01,29-1214.00,0.963
29-1141.01,29-1224.00,0.9514
29-1141.01,29-1229.03,0.9526
29-1141.01,29-1229.04,0.9575
29-1141.01,29-1229.06,0.9651
29-1141.01,29-1241.00,0.9696
29-1141.01,29-2061.00,0.9691
29-1141.01,29-9091.00,0.9603
29-1141.02,29-1213.00,0.961
29-1141.02,29-1214.00,0.9626
29-1141.02,29-1217.00,0.9557
29-1141.02,29-1229.01,0.9607
29-1141.02,29-1229.02,0.9618
29-1141.02,29-1299.01,0.9617
29-1141.02,29-2099.08,0.9568
29-1141.02,29-9092.00,0.9579
29-1141.02,29-9099.01,0.9535
29-1141.02,31-9099.01,0.9574
29-1141.03,29-1141.04,0.9521
29-1141.03,29-1161.00,0.9574
29-1141.03,29-1214.00,0.9531
29-1141.03,29-2061.00,0.9617
29-1141.04,29-1161.00,0.9694
29-1141.04,29-1171.00,0.9712
29-1141.04,29-1214.00,0.9603
29-1141.04,29-1215.00,0.9573
29-1141.04,29-1217.00,0.9511
29-1141.04,29-1218.00,0.9673
29-1141.04,29-1221.00,0.9582
29-1141.04,29-1223.00,0.9541
29-1141.04,29-1229.02,0.9612
29-1141.04,29-1229.04,0.9592
29-1141.04,29-1229.05,0.9556
29-1141.04,29-1229.06,0.9534
29-1141.04,29-9091.00,0.9528
29-1161.00,29-1171.00,0.9717
29-1161.00,29-1181.00,0.9511
29-1161.00,29-1213.00,0.9558
29-1161.00,29-1214.00,0.9767
29-1161.00,29-1215.00,0.9588
29-1161.00,29-1216.00,0.9616
29-1161.00,29-1217.00,0.9686
29-1161.00,29-1218.00,0.9744
29-1161.00,29-1221.00,0.9562
29-1161.00,29-1223.00,0.9577
29-1161.00,29-1229.02,0.9808
29-1161.00,29-1229.04,0.9744
29-1161.00,29-1229.05,0.9506
29-1161.00,29-1229.06,0.9591
29-1161.00,29-1291.00,0.9615
29-1161.00,29-1299.01,0.9699
29-1161.00,29-2061.00,0.9534
29-1161.00,29-9091.00,0.9537
29-1161.00,29-9099.01,0.9669
29-1161.00,31-9099.01,0.9563
29-1171.00,29-1213.00,0.9561
29-1171.00,29-1215.00,0.9764
29-1171.00,29-1216.00,0.9838
29-1171.00,29-1217.00,0.973
29-1171.00,29-1218.00,0.9812
29-1171.00,29-1221.00,0.9798
29-1171.00,29-1223.00,0.9699
29-1171.00,29-1229.02,0.9754
29-1171.00,29-1229.04,0.9657
29-1171.00,29-1229.05,0.9694
29-1171.00,29-1299.01,0.9639
29-1171.00,29-1299.02,0.9516
29-1211.00,29-1224.00,0.9527
29-1211.00,29-1229.03,0.9503
29-1213.00,29-1214.00,0.958
29-1213.00,29-1215.00,0.962
29-1213.00,29-1216.00,0.9636
29-1213.00,29-1217.00,0.9694
29-1213.00,29-1218.00,0.9578
29-1213.00,29-1221.00,0.9702
29-1213.00,29-1223.00,0.9593
29-1213.00,29-1229.01,0.9683
29-1213.00,29-1229.02,0.9722
29-1213.00,29-1229.04,0.959
29-1213.00,29-1299.01,0.9781
29-1213.00,29-9092.00,0.9514
29-1213.00,29-9099.01,0.9608
29-1214.00,29-1217.00,0.9574
29-1214.00,29-1218.00,0.9659
29-1214.00,29-1229.02,0.9678
29-1214.00,29-1229.03,0.9516
29-1214.00,29-1229.04,0.9659
29-1214.00,29-1229.06,0.9692
29-1214.00,29-1241.00,0.9654
29-1214.00,29-1299.01,0.9664
29-1214.00,29-2061.00,0.9631
29-1214.00,29-9099.01,0.9688
29-1214.00,31-9092.00,0.9542
29-1214.00,31-9099.01,0.9547
29-1214.00,33-3021.00,0.9545
29-1214.00,33-3051.04,0.9612
29-1215.00,29-1216.00,0.9802
29-1215.00,29-1217.00,0.9671
29-1215.00,29-1218.00,0.9756
29-1215.00,29-1221.00,0.9751
29-1215.00,29-1223.00,0.9579
29-1215.00,29-1229.01,0.9692
29-1215.00,29-1229.02,0.9736
29-1215.00,29-1229.04,0.9606
29-1215.00,29-1229.05,0.9602
29-1215.00,29-1241.00,0.9512
29-1215.00,29-1299.01,0.9684
29-1215.00,29-1299.02,0.9516
29-1215.00,29-2036.00,0.9514
29-1216.00,29-1217.00,0.9804
29-1216.00,29-1218.00,0.9678
29-1216.00,29-1221.00,0.9828
29-1216.00,29-1223.00,0.9662
29-1216.00,29-1229.01,0.9584
29-1216.00,29-1229.02,0.9784
29-1216.00,29-1229.04,0.9623
29-1216.00,29-1229.05,0.971
29-1216.00,29-1299.01,0.9721
29-1216.00,29-1299.02,0.9597
29-1217.00,29-1218.00,0.9673
29-1217.00,29-1221.00,0.9709
29-1217.00,29-1223.00,0.9578
29-1217.00,29-1229.01,0.9711
29-1217.00,29-1229.02,0.9851
29-1217.00,29-1229.04,0.9833
29-1217.00,29-1229.05,0.9771
29-1217.00,29-1229.06,0.9552
29-1217.00,29-1299.01,0.9794
29-1217.00,29-1299.02,0.9553
29-1217.00,29-2036.00,0.9564
29-1217.00,29-9092.00,0.9528
29-1217.00,29-9099.01,0.9629
29-1218.00,29-1221.00,0.9678
29-1218.00,29-1223.00,0.9646
29-1218.00,29-1229.01,0.956
29-1218.00,29-1229.02,0.971
29-1218.00,29-1229.04,0.9662
29-1218.00,29-1229.05,0.9622
29-1218.00,29-1229.06,0.9528
29-1218.00,29-1241.00,0.9592
29-1218.00,29-1299.01,0.9638
29-1221.00,29-1223.00,0.9746
29-1221.00,29-1229.01,0.9514
29-1221.00,29-1229.02,0.9683
29-1221.00,29-1229.05,0.9647
29-1221.00,29-1299.01,0.9664
29-1223.00,29-1229.02,0.9616
29-1223.00,29-1229.05,0.9651
29-1223.00,29-1299.01,0.9507
29-1223.00,29-1299.02,0.9696
29-1224.00,29-1229.03,0.9717
29-1224.00,29-1241.00,0.9695
29-1224.00,29-2011.01,0.956
29-1229.01,29-1229.02,0.9649
29-1229.01,29-1229.03,0.9537
29-1229.01,29-1229.04,0.9515
29-1229.01,29-1299.01,0.9755
29-1229.01,29-9092.00,0.9602
29-1229.02,29-1229.04,0.9785
29-1229.02,29-1229.05,0.9745
29-1229.02,29-1241.00,0.9501
29-1229.02,29-1299.01,0.9825
29-1229.02,29-9092.00,0.9615
29-1229.02,29-9099.01,0.9662
29-1229.03,29-1229.04,0.9513
29-1229.03,29-1229.06,0.9687
29-1229.03,29-1241.00,0.967
29-1229.03,29-2036.00,0.956
29-1229.04,29-1229.05,0.9665
29-1229.04,29-1229.06,0.974
29-1229.04,29-1241.00,0.9664
29-1229.04,29-1299.01,0.9709
29-1229.04,29-2036.00,0.9653
29-1229.04,29-9091.00,0.9527
29-1229.04,29-9099.01,0.9653
29-1229.05,29-1299.01,0.9617
29-1229.05,29-1299.02,0.9512
29-1229.06,29-1241.00,0.9718
29-1229.06,29-2036.00,0.9504
29-1229.06,29-2061.00,0.9525
29-1229.06,29-9091.00,0.9671
29-1229.06,29-9099.01,0.9625
29-1291.00,29-9099.01,0.9596
29-1291.00,31-9011.00,0.9559
29-1299.01,29-2036.00,0.9521
29-1299.01,29-9092.00,0.9631
29-1299.01,29-9099.01,0.9549
29-2031.00,29-2033.00,0.9608
29-2051.00,33-2021.00,0.9677
29-2052.00,31-9095.00,0.9558
29-2053.00,29-9099.01,0.9534
29-2053.00,31-1133.00,0.9546
29-2053.00,31-2011.00,0.958
29-2053.00,31-2022.00,0.9609
29-2053.00,33-1011.00,0.9542
29-2053.00,39-9011.00,0.9526
29-2053.00,39-9032.00,0.9509
29-2053.00,53-2031.00,0.9519
29-2061.00,29-9099.01,0.9534
29-2061.00,31-1122.00,0.9542
29-2061.00,31-9092.00,0.9501
29-2099.05,31-9092.00,0.9528
29-2099.08,43-4051.00,0.9501
29-9091.00,31-2021.00,0.9561
29-9099.01,31-9099.01,0.9505
31-1121.00,31-1122.00,0.9516
31-1121.00,31-1133.00,0.9696
31-1121.00,31-2012.00,0.9524
31-1121.00,33-9011.00,0.9539
31-1121.00,35-3011.00,0.9713
31-1122.00,31-1131.00,0.9713
31-1122.00,31-1132.00,0.9556
31-1122.00,31-1133.00,0.9643
31-1122.00,31-2011.00,0.9521
31-1122.00,31-2012.00,0.9615
31-1131.00,31-9097.00,0.9562
31-1133.00,31-2011.00,0.9542
31-1133.00,31-2012.00,0.9648
31-1133.00,33-3051.00,0.9557
31-1133.00,33-9011.00,0.9525
31-1133.00,39-9011.01,0.9586
31-1133.00,53-2031.00,0.9774
31-2011.00,31-2012.00,0.9549
31-2011.00,31-2022.00,0.9505
31-2011.00,31-9099.01,0.9696
31-2012.00,31-2022.00,0.9623
31-2012.00,33-9011.00,0.9528
31-2012.00,33-9092.00,0.9581
31-2012.00,39-5094.00,0.9599
31-2012.00,43-5031.00,0.9517
31-2012.00,53-2031.00,0.9611
31-2021.00,31-9091.00,0.9503
31-2022.00,39-9011.00,0.953
31-9011.00,31-9099.01,0.9565
31-9094.00,43-6012.00,0.9528
31-9099.01,43-4161.00,0.9532
33-1011.00,33-1012.00,0.9652
33-1011.00,39-1022.00,0.9657
33-1011.00,39-9041.00,0.9627
33-1011.00,53-1042.01,0.9521
33-1012.00,33-1091.00,0.9643
33-1012.00,39-1022.00,0.9601
33-1012.00,53-1042.01,0.9576
33-1021.00,33-1091.00,0.9553
33-1021.00,33-2022.00,0.951
33-1021.00,39-1013.00,0.9563
33-1021.00,53-1042.00,0.9504
33-1091.00,53-1042.00,0.9567
33-2021.00,33-9099.02,0.9615
33-3011.00,33-3051.00,0.9504
33-3012.00,33-3051.00,0.9568
33-3012.00,33-3051.04,0.9513
33-3012.00,33-9032.00,0.9589
33-3021.00,33-3021.02,0.9593
33-3021.00,33-3051.00,0.9605
33-3021.00,33-3051.04,0.9774
33-3021.00,33-3052.00,0.9559
33-3021.00,33-9011.00,0.9583
33-3021.00,33-9021.00,0.9684
33-3021.00,33-9032.00,0.9525
33-3021.00,43-5031.00,0.9501
33-3021.02,33-3051.04,0.9679
33-3021.02,33-9011.00,0.9608
33-3021.06,43-4131.00,0.9584
33-3021.06,43-4161.00,0.9516
33-3051.00,33-3051.04,0.9687
33-3051.00,33-9011.00,0.9628
33-3051.00,33-9032.00,0.9508
33-3051.00,43-3071.00,0.9514
33-3051.04,33-9011.00,0.9607
33-3051.04,33-9021.00,0.9603
33-3051.04,33-9031.00,0.954
33-3051.04,33-9032.00,0.9618
33-3052.00,33-9011.00,0.958
33-9011.00,33-9032.00,0.9585
33-9011.00,39-5094.00,0.9587
33-9011.00,43-4151.00,0.9516
33-9011.00,43-9061.00,0.9558
33-9021.00,43-4161.00,0.9626
33-9031.00,33-9099.02,0.9591
33-9032.00,53-2031.00,0.9546
33-9091.00,39-6012.00,0.9512
33-9091.00,43-5031.00,0.9502
33-9099.02,53-1042.01,0.9552
33-9099.02,53-6051.00,0.9649
35-2011.00,35-3023.00,0.9595
35-2011.00,35-9031.00,0.9551
35-2011.00,41-2011.00,0.9568
35-2015.00,35-2021.00,0.966
35-2015.00,35-3041.00,0.953
35-2015.00,37-2012.00,0.9626
35-2015.00,51-3021.00,0.9521
35-2021.00,35-3031.00,0.9503
35-2021.00,35-3041.00,0.9633
35-2021.00,37-2012.00,0.9771
35-3023.00,35-3031.00,0.9517
35-3023.00,35-9011.00,0.9634
35-3023.00,37-2012.00,0.9578
35-3041.00,35-9011.00,0.9554
35-3041.00,53-7065.00,0.9519
35-9031.00,39-3011.00,0.9516
35-9031.00,39-5092.00,0.9517
35-9031.00,43-4171.00,0.9559
37-1012.00,47-1011.03,0.9538
37-1012.00,53-1041.00,0.95
39-1013.00,43-4031.00,0.9542
39-1022.00,39-9041.00,0.958
39-1022.00,43-1011.00,0.9583
39-1022.00,53-1042.01,0.9707
39-3011.00,39-3012.00,0.9538
39-3011.00,41-2011.00,0.9701
39-3011.00,43-3041.00,0.9525
39-3011.00,43-3071.00,0.9524
39-3011.00,43-4141.00,0.9548
39-3011.00,43-4151.00,0.9511
39-3012.00,43-3041.00,0.9512
39-3012.00,43-3071.00,0.9619
39-3012.00,43-4151.00,0.9538
39-3012.00,43-5051.00,0.9593
39-3031.00,53-6061.00,0.9544
39-3092.00,39-9041.00,0.9613
39-3093.00,39-5093.00,0.9558
39-5012.00,39-5094.00,0.9522
39-5012.00,43-4051.00,0.9573
39-5092.00,39-6012.00,0.9543
39-5093.00,39-7011.00,0.952
39-5093.00,41-2021.00,0.952
39-5093.00,43-5031.00,0.9505
39-5093.00,53-2031.00,0.9696
39-6012.00,41-3041.00,0.9515
39-6012.00,41-9091.00,0.9534
39-7012.00,41-4011.00,0.9551
39-9011.01,39-9041.00,0.9629
39-9032.00,39-9041.00,0.9623
39-9041.00,41-1011.00,0.9517
39-9041.00,41-9022.00,0.9508
39-9041.00,53-2031.00,0.9507
41-1011.00,41-1012.00,0.958
41-1011.00,43-1011.00,0.9596
41-1012.00,43-1011.00,0.9632
41-2011.00,43-3041.00,0.958
41-2011.00,43-3071.00,0.9531
41-2021.00,43-9061.00,0.9572
41-2031.00,41-9022.00,0.9564
41-3011.00,41-3041.00,0.9608
41-3011.00,41-4011.00,0.9715
41-3011.00,41-4011.07,0.9536
41-3011.00,41-4012.00,0.9603
41-3011.00,41-9022.00,0.951
41-3011.00,41-9091.00,0.9629
41-3021.00,41-4011.07,0.9568
41-3021.00,43-4181.00,0.9523
41-3021.00,43-9041.00,0.956
41-3041.00,41-4011.00,0.9563
41-3041.00,41-4011.07,0.9603
41-3041.00,41-4012.00,0.9607
41-3041.00,41-9091.00,0.9562
41-3041.00,43-4051.00,0.9577
41-3041.00,43-4141.00,0.9602
41-3041.00,43-4181.00,0.9613
41-4011.00,41-4012.00,0.9657
41-4011.00,41-9091.00,0.9516
41-4011.07,41-4012.00,0.9561
41-4011.07,41-9021.00,0.9538
41-4011.07,41-9022.00,0.9605
41-4011.07,41-9031.00,0.952
41-4011.07,43-4151.00,0.954
41-4011.07,43-4181.00,0.9718
41-4012.00,41-9022.00,0.9561
41-4012.00,41-9091.00,0.9672
41-4012.00,43-3011.00,0.9548
41-9021.00,41-9022.00,0.9696
41-9021.00,43-3011.00,0.9566
41-9021.00,43-4151.00,0.9715
41-9022.00,43-3011.00,0.9642
41-9022.00,43-4151.00,0.9602
41-9022.00,43-4181.00,0.9506
41-9041.00,41-9091.00,0.952
43-2011.00,43-2021.00,0.9531
43-2011.00,43-4141.00,0.95
43-2011.00,43-4171.00,0.9549
43-2011.00,43-5031.00,0.9558
43-2021.00,43-4171.00,0.9537
43-2021.00,43-6013.00,0.9619
43-3011.00,43-4021.00,0.9509
43-3011.00,43-4061.00,0.9601
43-3011.00,43-4141.00,0.9656
43-3011.00,43-4151.00,0.9677
43-3011.00,43-4171.00,0.9593
43-3011.00,43-4181.00,0.9598
43-3011.00,43-9061.00,0.9594
43-3021.00,43-3031.00,0.9536
43-3021.00,43-3051.00,0.9711
43-3031.00,43-3061.00,0.9568
43-3031.00,43-4011.00,0.9575
43-3041.00,43-3071.00,0.9683
43-3051.00,43-4141.00,0.9524
43-3061.00,43-4021.00,0.9532
43-3061.00,43-4041.00,0.965
43-3061.00,43-4161.00,0.9542
43-3071.00,43-4151.00,0.9611
43-3071.00,43-5051.00,0.9587
43-3071.00,43-9061.00,0.9509
43-4011.00,43-4041.00,0.9617
43-4011.00,43-4111.00,0.9557
43-4011.00,43-4161.00,0.9501
43-4011.00,43-9041.00,0.9553
43-4021.00,43-4031.00,0.9629
43-4021.00,43-4041.00,0.965
43-4021.00,43-4061.00,0.972
43-4021.00,43-4131.00,0.9549
43-4021.00,43-4141.00,0.9604
43-4021.00,43-4151.00,0.9516
43-4021.00,43-4161.00,0.9644
43-4021.00,43-6011.00,0.9665
43-4021.00,43-6012.00,0.9575
43-4021.00,43-9041.00,0.9543
43-4031.00,43-4041.00,0.9672
43-4031.00,43-4061.00,0.957
43-4031.00,43-4121.00,0.9505
43-4031.00,43-4141.00,0.9632
43-4031.00,43-4161.00,0.9614
43-4031.00,43-4171.00,0.9515
43-4031.00,43-6011.00,0.957
43-4031.00,43-6012.00,0.9595
43-4031.00,43-6013.00,0.9641
43-4031.00,43-6014.00,0.9571
43-4031.00,43-9041.00,0.9516
43-4041.00,43-4111.00,0.9545
43-4041.00,43-4141.00,0.9571
43-4041.00,43-4161.00,0.9632
43-4041.00,43-6011.00,0.9605
43-4051.00,43-4061.00,0.9598
43-4051.00,43-4111.00,0.9703
43-4051.00,43-4141.00,0.958
43-4051.00,43-4161.00,0.9582
43-4051.00,43-4171.00,0.9521
43-4051.00,43-4181.00,0.971
43-4051.00,43-6011.00,0.9546
43-4061.00,43-4141.00,0.9651
43-4061.00,43-4161.00,0.9682
43-4061.00,43-4171.00,0.9534
43-4061.00,43-4181.00,0.9525
43-4061.00,43-6012.00,0.9506
43-4061.00,43-9041.00,0.952
43-4071.00,43-4161.00,0.955
43-4071.00,43-6014.00,0.9625
43-4071.00,43-9061.00,0.9532
43-4081.00,43-4181.00,0.955
43-4111.00,43-4141.00,0.9513
43-4111.00,43-4161.00,0.9701
43-4111.00,43-4181.00,0.9573
43-4131.00,43-4141.00,0.9539
43-4131.00,43-4161.00,0.954
43-4141.00,43-4151.00,0.9743
43-4141.00,43-4161.00,0.9579
43-4141.00,43-4171.00,0.9642
43-4141.00,43-4181.00,0.9782
43-4141.00,43-6011.00,0.9628
43-4141.00,43-9041.00,0.9542
43-4151.00,43-4171.00,0.9578
43-4151.00,43-4181.00,0.9635
43-4151.00,43-5051.00,0.9687
43-4151.00,43-6011.00,0.959
43-4151.00,43-9061.00,0.9575
43-4161.00,43-6011.00,0.9602
43-4161.00,43-6012.00,0.9561
43-4161.00,43-6013.00,0.9514
43-4161.00,43-6014.00,0.9625
43-4161.00,43-9041.00,0.954
43-4161.00,43-9061.00,0.9599
43-4171.00,43-4181.00,0.9676
43-4171.00,43-6011.00,0.9518
43-4171.00,43-9061.00,0.964
43-4181.00,43-6011.00,0.9598
43-4181.00,43-9041.00,0.9608
43-5011.01,43-9041.00,0.9545
43-5021.00,53-3031.00,0.9669
43-5032.00,43-9041.00,0.9565
43-5032.00,43-9061.00,0.9518
43-5051.00,43-5071.00,0.9608
43-6011.00,43-9041.00,0.9633
43-6011.00,43-9061.00,0.9574
43-6012.00,43-6014.00,0.9707
43-6012.00,43-9061.00,0.9571
43-6013.00,43-6014.00,0.9698
43-6014.00,43-9061.00,0.9512
45-4022.00,47-2072.00,0.9574
47-1011.00,51-1011.00,0.9503
47-1011.03,53-1042.00,0.952
47-2043.00,47-5051.00,0.9569
47-2043.00,53-7062.04,0.9546
47-2071.00,47-4061.00,0.9679
47-2071.00,47-5041.00,0.9528
47-2071.00,51-7041.00,0.9525
47-2072.00,47-4061.00,0.9508
47-4021.00,49-2092.00,0.9511
47-4051.00,47-5051.00,0.9529
47-4061.00,47-5023.00,0.9595
47-4061.00,47-5041.00,0.9621
47-4061.00,47-5071.00,0.9514
47-4061.00,51-7041.00,0.9541
47-5022.00,53-7031.00,0.9529
47-5023.00,47-5041.00,0.956
47-5051.00,51-9192.00,0.9568
47-5051.00,53-7062.04,0.954
49-2022.00,49-3023.00,0.9564
49-2092.00,49-3041.00,0.9538
49-2092.00,49-9097.00,0.9613
49-3011.00,49-3041.00,0.9518
49-3041.00,49-3053.00,0.9542
49-3051.00,49-3053.00,0.9649
51-3092.00,51-3093.00,0.9503
51-4021.00,51-6061.00,0.9511
51-4021.00,51-9041.00,0.9581
51-4023.00,51-6064.00,0.9555
51-4031.00,51-9041.00,0.9631
51-4033.00,51-9032.00,0.9724
51-4035.00,51-6061.00,0.9553
51-4035.00,51-9041.00,0.9585
51-5112.00,51-9022.00,0.966
51-6011.00,53-4022.00,0.9594
51-6063.00,51-6064.00,0.955
51-9023.00,51-9191.00,0.9524
51-9023.00,53-7071.00,0.9561
51-9195.00,53-7062.04,0.9593
53-1042.00,53-1042.01,0.9594
53-2011.00,53-2012.00,0.9637
53-2021.00,53-2022.00,0.9593
53-3051.00,53-3053.00,0.9658
53-3051.00,53-6011.00,0.9523
