Id,Label,soc_major,soc_group,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Degree
27-2023.00,"Umpires, Referees, and Other Sports Officials",27,Arts & Media,12,9,0.267572,0.301983,0.00004,3
27-2031.00,Dancers,27,Arts & Media,6,9,0.265067,0.304766,0.000025,6
27-2032.00,Choreographers,27,Arts & Media,6,10,0.26414,0.309555,0.000099,8
27-2041.00,Music Directors and Composers,27,Arts & Media,2,9,0.296466,0.350249,0.003898,17
27-2042.00,Musicians and Singers,27,Arts & Media,12,9,0.271257,0.301337,0.000424,4
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,27,Arts & Media,14,10,0.192031,0.205968,0,1
27-3023.00,"News Analysts, Reporters, and Journalists",27,Arts & Media,14,8,0.30301,0.359837,0.004689,23
27-3031.00,Public Relations Specialists,27,Arts & Media,2,9,0.303213,0.35546,0.005181,17
27-3042.00,Technical Writers,27,Arts & Media,2,11,0.182735,0.193609,0,1
27-3043.00,Writers and Authors,27,Arts & Media,2,9,0.265689,0.30059,0.00001,5
27-3043.05,"Poets, Lyricists and Creative Writers",27,Arts & Media,2,10,0.223483,0.243115,0.003299,2
27-3091.00,Interpreters and Translators,27,Arts & Media,14,9,0.273551,0.315601,0.000502,6
27-4021.00,Photographers,27,Arts & Media,14,11,0.182441,0.196375,0,1
29-1011.00,Chiropractors,29,Healthcare Practitioners,8,10,0.306703,0.375891,0.007098,33
29-1023.00,Orthodontists,29,Healthcare Practitioners,8,11,0.24513,0.276723,0.000033,4
29-1031.00,Dietitians and Nutritionists,29,Healthcare Practitioners,8,11,0.247001,0.282763,0,5
29-1041.00,Optometrists,29,Healthcare Practitioners,8,10,0.267572,0.30991,0.000407,9
29-1051.00,Pharmacists,29,Healthcare Practitioners,8,10,0.276726,0.329956,0.002829,19
29-1071.00,Physician Assistants,29,Healthcare Practitioners,8,10,0.284369,0.342116,0.002011,23
29-1071.01,Anesthesiologist Assistants,29,Healthcare Practitioners,9,1,1,1,0,1
29-1081.00,Podiatrists,29,Healthcare Practitioners,8,10,0.268524,0.310536,0.000346,9
29-1122.00,Occupational Therapists,29,Healthcare Practitioners,6,10,0.290385,0.350691,0.001179,18
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29,Healthcare Practitioners,6,9,0.310062,0.367336,0.002012,19
29-1123.00,Physical Therapists,29,Healthcare Practitioners,12,10,0.294538,0.347803,0.0021,18
29-1125.00,Recreational Therapists,29,Healthcare Practitioners,12,9,0.318118,0.382531,0.007039,24
29-1126.00,Respiratory Therapists,29,Healthcare Practitioners,7,1,1,1,0.000007,2
29-1127.00,Speech-Language Pathologists,29,Healthcare Practitioners,6,10,0.278427,0.324022,0.000025,5
29-1128.00,Exercise Physiologists,29,Healthcare Practitioners,8,9,0.305462,0.361702,0.001198,15
29-1129.01,Art Therapists,29,Healthcare Practitioners,12,9,0.313278,0.37409,0.001047,21
29-1129.02,Music Therapists,29,Healthcare Practitioners,12,9,0.290199,0.336804,0.000108,10
29-1131.00,Veterinarians,29,Healthcare Practitioners,8,11,0.254924,0.307792,0.002056,16
29-1141.00,Registered Nurses,29,Healthcare Practitioners,8,10,0.266627,0.310567,0.000378,12
29-1141.01,Acute Care Nurses,29,Healthcare Practitioners,8,10,0.275883,0.321287,0.005766,14
29-1141.02,Advanced Practice Psychiatric Nurses,29,Healthcare Practitioners,8,9,0.329934,0.401392,0.006572,31
29-1141.03,Critical Care Nurses,29,Healthcare Practitioners,8,10,0.267414,0.303529,0.000072,6
29-1141.04,Clinical Nurse Specialists,29,Healthcare Practitioners,8,10,0.306911,0.366165,0.017917,23
29-1151.00,Nurse Anesthetists,29,Healthcare Practitioners,7,2,0.666667,0.75,0,1
29-1161.00,Nurse Midwives,29,Healthcare Practitioners,8,9,0.334564,0.413738,0.027689,43
29-1171.00,Nurse Practitioners,29,Healthcare Practitioners,8,10,0.282772,0.338989,0.001145,22
29-1181.00,Audiologists,29,Healthcare Practitioners,8,10,0.250831,0.279712,0,1
29-1211.00,Anesthesiologists,29,Healthcare Practitioners,8,11,0.217684,0.239421,0,2
29-1213.00,Dermatologists,29,Healthcare Practitioners,8,9,0.300199,0.358685,0.000879,23
29-1214.00,Emergency Medicine Physicians,29,Healthcare Practitioners,8,9,0.335556,0.407852,0.0395,36
29-1215.00,Family Medicine Physicians,29,Healthcare Practitioners,8,10,0.286709,0.347561,0.002024,24
29-1216.00,General Internal Medicine Physicians,29,Healthcare Practitioners,8,10,0.279802,0.340521,0.003839,23
29-1217.00,Neurologists,29,Healthcare Practitioners,8,10,0.319689,0.398223,0.016009,39
29-1218.00,Obstetricians and Gynecologists,29,Healthcare Practitioners,8,10,0.299603,0.366251,0.01503,30
29-1221.00,"Pediatricians, General",29,Healthcare Practitioners,8,10,0.281192,0.334206,0.000555,19
29-1222.00,"Physicians, Pathologists",29,Healthcare Practitioners,5,11,0.21969,0.258623,0.000006,7
29-1223.00,Psychiatrists,29,Healthcare Practitioners,8,10,0.297049,0.361432,0.002608,25
29-1224.00,Radiologists,29,Healthcare Practitioners,8,11,0.226727,0.255327,0.009925,6
29-1229.01,Allergists and Immunologists,29,Healthcare Practitioners,8,10,0.285804,0.341265,0.000806,18
29-1229.02,Hospitalists,29,Healthcare Practitioners,8,9,0.321962,0.392601,0.004964,32
29-1229.03,Urologists,29,Healthcare Practitioners,8,10,0.277404,0.323192,0.008488,12
29-1229.04,Physical Medicine and Rehabilitation Physicians,29,Healthcare Practitioners,8,10,0.310487,0.380858,0.006604,32
29-1229.05,Preventive Medicine Physicians,29,Healthcare Practitioners,8,10,0.307119,0.37269,0.003811,25
29-1229.06,Sports Medicine Physicians,29,Healthcare Practitioners,8,10,0.290013,0.340497,0.00537,17
29-1241.00,"Ophthalmologists, Except Pediatric",29,Healthcare Practitioners,8,10,0.269002,0.313658,0.003135,12
29-1291.00,Acupuncturists,29,Healthcare Practitioners,12,10,0.254637,0.288763,0.000252,4
29-1299.01,Naturopathic Physicians,29,Healthcare Practitioners,8,9,0.335556,0.409407,0.014201,37
29-1299.02,Orthoptists,29,Healthcare Practitioners,8,10,0.267099,0.318586,0.00017,12
29-2011.01,Cytogenetic Technologists,29,Healthcare Practitioners,8,12,0.185049,0.200699,0,2
29-2011.04,Histotechnologists,29,Healthcare Practitioners,9,1,1,1,0,1
29-2031.00,Cardiovascular Technologists and Technicians,29,Healthcare Practitioners,10,1,1,1,0,1
29-2033.00,Nuclear Medicine Technologists,29,Healthcare Practitioners,10,1,1,1,0,1
29-2036.00,Medical Dosimetrists,29,Healthcare Practitioners,8,10,0.277064,0.33434,0.011358,21
29-2051.00,Dietetic Technicians,29,Healthcare Practitioners,5,11,0.180838,0.190197,0,1
29-2052.00,Pharmacy Technicians,29,Healthcare Practitioners,11,1,1,1,0,1
29-2053.00,Psychiatric Technicians,29,Healthcare Practitioners,12,9,0.3107,0.370957,0.011849,22
29-2056.00,Veterinary Technologists and Technicians,29,Healthcare Practitioners,7,2,0.666667,0.75,0,1
29-2061.00,Licensed Practical and Licensed Vocational Nurses,29,Healthcare Practitioners,8,10,0.265533,0.306594,0.004388,9
29-2099.05,Ophthalmic Medical Technologists,29,Healthcare Practitioners,8,11,0.202322,0.217716,0,1
29-2099.08,Patient Representatives,29,Healthcare Practitioners,12,8,0.306911,0.351374,0.001829,10
29-9091.00,Athletic Trainers,29,Healthcare Practitioners,8,10,0.27963,0.324488,0.007136,9
29-9092.00,Genetic Counselors,29,Healthcare Practitioners,8,9,0.298419,0.352924,0.000436,15
29-9099.01,Midwives,29,Healthcare Practitioners,8,10,0.308163,0.364478,0.003587,17
31-1121.00,Home Health Aides,31,Healthcare Support,12,9,0.247676,0.282276,0.001259,6
31-1122.00,Personal Care Aides,31,Healthcare Support,12,9,0.249724,0.28312,0.01079,7
31-1131.00,Nursing Assistants,31,Healthcare Support,12,10,0.200088,0.217331,0.003299,2
31-1132.00,Orderlies,31,Healthcare Support,12,10,0.199912,0.215859,0,1
31-1133.00,Psychiatric Aides,31,Healthcare Support,12,9,0.270933,0.312312,0.00322,10
31-2011.00,Occupational Therapy Assistants,31,Healthcare Support,12,9,0.29473,0.349849,0.013211,15
31-2012.00,Occupational Therapy Aides,31,Healthcare Support,12,9,0.247406,0.287598,0.006723,10
31-2021.00,Physical Therapist Assistants,31,Healthcare Support,8,11,0.218841,0.240166,0.003299,2
31-2022.00,Physical Therapist Aides,31,Healthcare Support,12,10,0.243811,0.274577,0.00017,4
31-9011.00,Massage Therapists,31,Healthcare Support,12,10,0.245662,0.272979,0.000027,2
31-9091.00,Dental Assistants,31,Healthcare Support,8,12,0.179619,0.191521,0,1
31-9092.00,Medical Assistants,31,Healthcare Support,8,10,0.253497,0.28501,0.003307,5
31-9094.00,Medical Transcriptionists,31,Healthcare Support,14,9,0.211386,0.229761,0,1
31-9095.00,Pharmacy Aides,31,Healthcare Support,11,1,1,1,0,1
31-9097.00,Phlebotomists,31,Healthcare Support,12,11,0.166789,0.176799,0,1
31-9099.01,Speech-Language Pathology Assistants,31,Healthcare Support,12,9,0.324964,0.391492,0.009381,25
33-1011.00,First-Line Supervisors of Correctional Officers,33,Protective Service,0,9,0.298223,0.342628,0.008684,10
33-1012.00,First-Line Supervisors of Police and Detectives,33,Protective Service,0,9,0.270448,0.311539,0.001471,9
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,33,Protective Service,0,10,0.216643,0.240145,0.004026,5
33-1091.00,First-Line Supervisors of Security Workers,33,Protective Service,0,9,0.251947,0.285548,0.01459,6
33-2021.00,Fire Inspectors and Investigators,33,Protective Service,5,10,0.220653,0.237932,0.003299,3
33-2022.00,Forest Fire Inspectors and Prevention Specialists,33,Protective Service,0,11,0.178136,0.190461,0,1
33-3011.00,Bailiffs,33,Protective Service,12,10,0.217058,0.234333,0,1
33-3012.00,Correctional Officers and Jailers,33,Protective Service,12,9,0.238045,0.260407,0,3
33-3021.00,Detectives and Criminal Investigators,33,Protective Service,12,8,0.292636,0.335596,0.012393,12
33-3021.02,Police Identification and Records Officers,33,Protective Service,12,9,0.243026,0.2686,0.000013,4
33-3021.06,Intelligence Analysts,33,Protective Service,2,9,0.337808,0.406905,0.023607,31
33-3051.00,Police and Sheriff's Patrol Officers,33,Protective Service,12,9,0.277064,0.31587,0.010942,10
33-3051.04,Customs and Border Protection Officers,33,Protective Service,12,8,0.3,0.346613,0.009937,14
33-3052.00,Transit and Railroad Police,33,Protective Service,14,9,0.231832,0.253999,0,2
33-9011.00,Animal Control Workers,33,Protective Service,14,9,0.276051,0.322409,0.01097,14
33-9021.00,Private Detectives and Investigators,33,Protective Service,12,9,0.296466,0.342044,0.001665,12
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,33,Protective Service,5,9,0.239683,0.261644,0.000103,2
33-9032.00,Security Guards,33,Protective Service,12,9,0.2446,0.273505,0.000308,6
33-9091.00,Crossing Guards and Flaggers,33,Protective Service,14,10,0.197042,0.214245,0.000473,2
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33,Protective Service,12,10,0.198423,0.217192,0,1
33-9099.02,Retail Loss Prevention Specialists,33,Protective Service,5,9,0.259897,0.292927,0.008499,7
35-1011.00,Chefs and Head Cooks,35,Food Preparation,0,13,0.140771,0.149548,0,1
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,35,Food Preparation,0,11,0.195596,0.21763,0.006583,2
35-2011.00,"Cooks, Fast Food",35,Food Preparation,14,11,0.179548,0.197846,0.029176,3
35-2015.00,"Cooks, Short Order",35,Food Preparation,13,14,0.117785,0.130824,0.003306,4
35-2021.00,Food Preparation Workers,35,Food Preparation,13,14,0.117785,0.130824,0.00004,4
35-3011.00,Bartenders,35,Food Preparation,0,10,0.241471,0.273754,0.000865,4
35-3023.00,Fast Food and Counter Workers,35,Food Preparation,13,12,0.153092,0.16938,0.025999,4
35-3031.00,Waiters and Waitresses,35,Food Preparation,13,13,0.13304,0.144758,0.001627,2
35-3041.00,"Food Servers, Nonrestaurant",35,Food Preparation,13,14,0.117785,0.130824,0.003321,4
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,35,Food Preparation,13,13,0.133079,0.145126,0.00651,2
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35,Food Preparation,14,10,0.214896,0.239365,0.028255,4
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37,Building & Grounds,0,12,0.148866,0.15945,0.003299,2
37-2012.00,Maids and Housekeeping Cleaners,37,Building & Grounds,13,13,0.133118,0.14623,0.008137,3
39-1013.00,First-Line Supervisors of Gambling Services Workers,39,Personal Care,0,9,0.263986,0.29481,0.004814,3
39-1022.00,First-Line Supervisors of Personal Service Workers,39,Personal Care,0,9,0.272563,0.318124,0.002652,13
39-2011.00,Animal Trainers,39,Personal Care,6,10,0.251109,0.287333,0.000017,6
39-3011.00,Gambling Dealers,39,Personal Care,14,9,0.237297,0.268932,0.007022,7
39-3012.00,Gambling and Sports Book Writers and Runners,39,Personal Care,14,9,0.220653,0.24677,0.000214,5
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39,Personal Care,30,1,1,1,0,1
39-3092.00,Costume Attendants,39,Personal Care,0,10,0.217475,0.235991,0,1
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39,Personal Care,12,11,0.177369,0.189803,0,1
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39,Personal Care,14,9,0.229833,0.25354,0.000509,2
39-5092.00,Manicurists and Pedicurists,39,Personal Care,14,11,0.179833,0.196317,0.000411,2
39-5093.00,Shampooers,39,Personal Care,12,10,0.215509,0.239294,0.006838,5
39-5094.00,Skincare Specialists,39,Personal Care,14,10,0.223043,0.249827,0.003579,4
39-6012.00,Concierges,39,Personal Care,14,10,0.206003,0.22763,0.00194,4
39-7011.00,Tour Guides and Escorts,39,Personal Care,12,11,0.177369,0.189803,0,1
39-7012.00,Travel Guides,39,Personal Care,14,10,0.18875,0.203169,0,1
39-9011.00,Childcare Workers,39,Personal Care,12,9,0.268683,0.308185,0.000352,6
39-9011.01,Nannies,39,Personal Care,12,9,0.259897,0.289548,0.000061,3
39-9032.00,Recreation Workers,39,Personal Care,0,10,0.257826,0.297651,0.000964,6
39-9041.00,Residential Advisors,39,Personal Care,0,9,0.277744,0.319049,0.008775,10
41-1011.00,First-Line Supervisors of Retail Sales Workers,41,Sales,0,10,0.27142,0.319253,0.002931,14
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41,Sales,0,10,0.261547,0.319621,0.002106,21
41-2011.00,Cashiers,41,Sales,14,10,0.203962,0.224946,0.00632,4
41-2021.00,Counter and Rental Clerks,41,Sales,12,9,0.224257,0.248344,0.001973,2
41-2031.00,Retail Salespersons,41,Sales,14,10,0.212976,0.232655,0,1
41-3011.00,Advertising Sales Agents,41,Sales,14,9,0.236677,0.264863,0.000694,6
41-3021.00,Insurance Sales Agents,41,Sales,14,8,0.259748,0.289596,0.000034,4
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41,Sales,2,9,0.283835,0.336694,0.003921,17
41-3041.00,Travel Agents,41,Sales,14,9,0.251807,0.288857,0.006759,9
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41,Sales,14,9,0.232546,0.261539,0.004209,6
41-4011.07,Solar Sales Representatives and Assessors,41,Sales,14,8,0.298223,0.343927,0.011398,13
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41,Sales,14,9,0.263679,0.304912,0.005822,11
41-9011.00,Demonstrators and Product Promoters,41,Sales,2,13,0.152474,0.161911,0,1
41-9021.00,Real Estate Brokers,41,Sales,14,8,0.274879,0.311371,0.000914,9
41-9022.00,Real Estate Sales Agents,41,Sales,14,9,0.270448,0.314583,0.006405,11
41-9031.00,Sales Engineers,41,Sales,14,9,0.229833,0.249171,0,1
41-9041.00,Telemarketers,41,Sales,14,11,0.176196,0.189765,0,1
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41,Sales,14,10,0.21378,0.240351,0.003701,6
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,43,Office & Admin Support,0,10,0.27963,0.335751,0.003903,18
43-2011.00,"Switchboard Operators, Including Answering Service",43,Office & Admin Support,14,9,0.237546,0.265718,0.004696,5
43-2021.00,Telephone Operators,43,Office & Admin Support,14,9,0.218313,0.241278,0.000094,3
43-3011.00,Bill and Account Collectors,43,Office & Admin Support,14,9,0.267572,0.30877,0.001041,10
43-3021.00,Billing and Posting Clerks,43,Office & Admin Support,2,9,0.218208,0.236859,0.000031,2
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43,Office & Admin Support,2,9,0.270286,0.307223,0.002752,6
43-3041.00,Gambling Cage Workers,43,Office & Admin Support,14,10,0.203139,0.223548,0.000021,4
43-3051.00,Payroll and Timekeeping Clerks,43,Office & Admin Support,2,9,0.231005,0.257043,0.000565,3
43-3061.00,Procurement Clerks,43,Office & Admin Support,2,9,0.294922,0.349071,0.003507,18
43-3071.00,Tellers,43,Office & Admin Support,14,9,0.242635,0.276577,0.008959,8
43-4011.00,Brokerage Clerks,43,Office & Admin Support,2,9,0.296855,0.347232,0.001323,14
43-4021.00,Correspondence Clerks,43,Office & Admin Support,2,8,0.312414,0.375126,0.006472,28
43-4031.00,"Court, Municipal, and License Clerks",43,Office & Admin Support,14,8,0.304435,0.355033,0.011482,19
43-4041.00,"Credit Authorizers, Checkers, and Clerks",43,Office & Admin Support,2,8,0.298813,0.352499,0.002389,20
43-4051.00,Customer Service Representatives,43,Office & Admin Support,14,8,0.291693,0.340053,0.008336,12
43-4061.00,"Eligibility Interviewers, Government Programs",43,Office & Admin Support,14,8,0.313495,0.367915,0.015919,19
43-4071.00,File Clerks,43,Office & Admin Support,14,8,0.264757,0.29872,0.000013,5
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43,Office & Admin Support,14,10,0.227296,0.248264,0,1
43-4111.00,"Interviewers, Except Eligibility and Loan",43,Office & Admin Support,2,8,0.296466,0.344852,0.00132,10
43-4121.00,"Library Assistants, Clerical",43,Office & Admin Support,14,9,0.233505,0.25391,0,1
43-4131.00,Loan Interviewers and Clerks,43,Office & Admin Support,2,8,0.300797,0.347577,0.001404,15
43-4141.00,New Accounts Clerks,43,Office & Admin Support,14,8,0.293774,0.347164,0.019685,21
43-4151.00,Order Clerks,43,Office & Admin Support,14,8,0.279113,0.32931,0.016578,18
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43,Office & Admin Support,2,8,0.341629,0.420677,0.03146,45
43-4171.00,Receptionists and Information Clerks,43,Office & Admin Support,14,9,0.267414,0.309132,0.030908,12
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43,Office & Admin Support,14,9,0.293965,0.344,0.009902,16
43-5011.01,Freight Forwarders,43,Office & Admin Support,14,9,0.265533,0.292948,0,2
43-5021.00,Couriers and Messengers,43,Office & Admin Support,27,1,1,1,0,1
43-5031.00,Public Safety Telecommunicators,43,Office & Admin Support,12,9,0.239683,0.268017,0.006695,5
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43,Office & Admin Support,14,9,0.251947,0.279841,0.000262,3
43-5051.00,Postal Service Clerks,43,Office & Admin Support,14,9,0.220331,0.245115,0.003299,4
43-5071.00,"Shipping, Receiving, and Inventory Clerks",43,Office & Admin Support,14,10,0.180622,0.193455,0,1
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43,Office & Admin Support,14,8,0.311126,0.363957,0.009543,20
43-6012.00,Legal Secretaries and Administrative Assistants,43,Office & Admin Support,14,8,0.267889,0.309316,0.003453,11
43-6013.00,Medical Secretaries and Administrative Assistants,43,Office & Admin Support,14,8,0.260945,0.293627,0.001628,5
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43,Office & Admin Support,14,8,0.266157,0.303797,0.000094,8
43-9041.00,Insurance Claims and Policy Processing Clerks,43,Office & Admin Support,14,8,0.321277,0.378653,0.00828,21
43-9061.00,"Office Clerks, General",43,Office & Admin Support,14,8,0.285624,0.335911,0.012876,15
43-9111.00,Statistical Assistants,43,Office & Admin Support,2,11,0.21459,0.23332,0,1
45-4022.00,Logging Equipment Operators,45,"Farming, Fishing & Forestry",15,3,0.388889,0.452381,0,1
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47,Construction & Extraction,19,1,1,1,0,1
47-1011.03,Solar Energy Installation Managers,47,Construction & Extraction,0,11,0.174701,0.189793,0.006583,2
47-2043.00,Floor Sanders and Finishers,47,Construction & Extraction,16,2,0.625,0.7,0,2
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",47,Construction & Extraction,15,3,0.583333,0.690476,0.000004,3
47-2072.00,Pile Driver Operators,47,Construction & Extraction,15,2,0.583333,0.642857,0.000044,2
47-4011.00,Construction and Building Inspectors,47,Construction & Extraction,5,10,0.237173,0.258833,0.000724,4
47-4011.01,Energy Auditors,47,Construction & Extraction,5,12,0.166361,0.17799,0,1
47-4021.00,Elevator and Escalator Installers and Repairers,47,Construction & Extraction,18,4,0.4,0.486111,0,1
47-4051.00,Highway Maintenance Workers,47,Construction & Extraction,16,3,0.5,0.566667,0,1
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47,Construction & Extraction,15,2,0.875,0.928571,0.000117,6
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47,Construction & Extraction,31,1,1,1,0,1
47-5023.00,"Earth Drillers, Except Oil and Gas",47,Construction & Extraction,15,3,0.538462,0.619048,0,2
47-5041.00,Continuous Mining Machine Operators,47,Construction & Extraction,15,3,0.583333,0.690476,0.000004,3
47-5051.00,"Rock Splitters, Quarry",47,Construction & Extraction,16,2,0.833333,0.9,0.000051,4
47-5071.00,"Roustabouts, Oil and Gas",47,Construction & Extraction,15,3,0.5,0.547619,0,1
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49,Installation & Repair,17,1,1,1,0,1
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49,Installation & Repair,18,3,0.6,0.722222,0.000066,3
49-3011.00,Aircraft Mechanics and Service Technicians,49,Installation & Repair,18,3,0.428571,0.5,0,1
49-3023.00,Automotive Service Technicians and Mechanics,49,Installation & Repair,17,1,1,1,0,1
49-3041.00,Farm Equipment Mechanics and Service Technicians,49,Installation & Repair,18,2,0.666667,0.75,0.00008,3
49-3051.00,Motorboat Mechanics and Service Technicians,49,Installation & Repair,18,4,0.352941,0.444444,0,1
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49,Installation & Repair,18,3,0.5,0.611111,0.000036,2
49-9097.00,Signal and Track Switch Repairers,49,Installation & Repair,18,4,0.4,0.486111,0,1
51-1011.00,First-Line Supervisors of Production and Operating Workers,51,Production,19,1,1,1,0,1
51-3021.00,Butchers and Meat Cutters,51,Production,13,15,0.105398,0.113098,0,1
51-3092.00,Food Batchmakers,51,Production,20,1,1,1,0,1
51-3093.00,Food Cooking Machine Operators and Tenders,51,Production,20,1,1,1,0,1
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,24,2,0.666667,0.75,0.000007,2
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,21,2,0.666667,0.75,0,1
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,24,3,0.5,0.583333,0,1
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,23,1,1,1,0,1
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,24,2,0.666667,0.75,0.000007,2
51-5112.00,Printing Press Operators,51,Production,22,1,1,1,0,1
51-6011.00,Laundry and Dry-Cleaning Workers,51,Production,29,1,1,1,0,1
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51,Production,24,3,0.571429,0.708333,0.000004,2
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51,Production,21,2,0.666667,0.75,0,1
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51,Production,21,1,1,1,0.000007,2
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51,Production,15,3,0.538462,0.619048,0,2
51-9022.00,"Grinding and Polishing Workers, Hand",51,Production,22,1,1,1,0,1
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51,Production,32,1,1,1,0.000007,2
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51,Production,23,1,1,1,0,1
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51,Production,24,2,0.8,0.875,0.000026,3
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51,Production,32,2,0.666667,0.75,0,1
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51,Production,16,3,0.5,0.566667,0,1
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51,Production,16,3,0.454545,0.533333,0,1
53-1041.00,Aircraft Cargo Handling Supervisors,53,Transportation,0,13,0.129614,0.136577,0,1
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53,Transportation,0,10,0.211189,0.236312,0.01013,4
53-1042.01,Recycling Coordinators,53,Transportation,0,10,0.250831,0.289756,0.008494,10
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",53,Transportation,25,1,1,1,0,1
53-2012.00,Commercial Pilots,53,Transportation,25,1,1,1,0,1
53-2021.00,Air Traffic Controllers,53,Transportation,26,1,1,1,0,1
53-2022.00,Airfield Operations Specialists,53,Transportation,26,1,1,1,0,1
53-2031.00,Flight Attendants,53,Transportation,12,9,0.252087,0.286899,0.006306,6
53-3031.00,Driver/Sales Workers,53,Transportation,27,1,1,1,0,1
53-3051.00,"Bus Drivers, School",53,Transportation,28,1,1,1,0.000007,2
53-3053.00,Shuttle Drivers and Chauffeurs,53,Transportation,28,2,0.666667,0.75,0,1
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53,Transportation,29,1,1,1,0,1
53-6011.00,Bridge and Lock Tenders,53,Transportation,28,2,0.666667,0.75,0,1
53-6041.00,Traffic Technicians,53,Transportation,5,12,0.183847,0.196715,0,1
53-6051.00,Transportation Inspectors,53,Transportation,5,10,0.220438,0.236461,0,2
53-6061.00,Passenger Attendants,53,Transportation,30,1,1,1,0,1
53-7031.00,Dredge Operators,53,Transportation,31,1,1,1,0,1
53-7062.04,Recycling and Reclamation Workers,53,Transportation,16,2,0.714286,0.8,0.000029,3
53-7065.00,Stockers and Order Fillers,53,Transportation,13,15,0.105398,0.113098,0,1
53-7071.00,Gas Compressor and Gas Pumping Station Operators,53,Transportation,32,2,0.666667,0.75,0,1
